N,P,K,temperature,humidity,ph,rainfall,label
89.0,11.0,47.0,29.78714005,94.65343534,6.327822962000001,27.8659442,14.0
110.0,15.0,48.0,28.57819995,92.86597437,6.2125672110000005,27.598717800000006,14.0
115.0,12.0,52.0,27.51492243,94.96218673,6.685553129,21.01796432,14.0
120.0,25.0,50.0,28.05457761,94.81637388,6.327210469,21.84869328,14.0
102.0,11.0,45.0,29.03167341,93.12603235,6.35544263,24.15591199,14.0
94.0,5.0,55.0,28.5854649,91.89216849,6.085682343999999,26.88372572,14.0
84.0,18.0,46.0,27.08808014,93.42402083,6.781050372999999,25.32159689,14.0
107.0,22.0,54.0,27.99611732,90.84660317,6.630301421,21.61893763,14.0
86.0,18.0,45.0,28.96586565,90.71832938,6.566759102000001,22.25838137,14.0
113.0,28.0,48.0,28.87726019,92.48839665,6.170520517999999,24.44267592,14.0
115.0,18.0,53.0,29.17052093,94.19790371,6.0124803510000016,22.06994464,14.0
82.0,20.0,54.0,29.34033587,90.01506395,6.541150335,21.44532907,14.0
98.0,22.0,47.0,29.07265321,91.91533173,6.341400922,28.83568362,14.0
117.0,25.0,54.0,28.68275966,92.50969311,6.150686363999999,29.11187663,14.0
83.0,15.0,49.0,28.92705913,91.39356832,6.438008152999999,23.20076686,14.0
120.0,16.0,51.0,27.99901833,91.64193051,6.547041902999999,23.28618248,14.0
90.0,23.0,54.0,28.55852465,90.45773041,6.159020864,27.26588346,14.0
102.0,11.0,47.0,27.98780984,92.78226196,6.504906978999999,27.14509034,14.0
87.0,21.0,52.0,27.350629600000005,94.29119509999998,6.067665497999999,27.21244021,14.0
99.0,6.0,46.0,28.61475136,94.22253035,6.39637861,28.98574189,14.0
89.0,25.0,50.0,27.04863538,91.34685096,6.375923383,25.08146686,14.0
96.0,13.0,55.0,29.5275305,94.57459443,6.700337732,21.13545688,14.0
90.0,15.0,52.0,27.04927452,91.3821731,6.448061578,23.65747461,14.0
106.0,16.0,54.0,28.96017885,91.69532178,6.585872508,24.7458198,14.0
7.0,144.0,197.0,23.8494014,94.34814995,6.133220586,114.0512495,15.0
14.0,128.0,205.0,22.60800988,94.58900601,6.226289556,116.0396587,15.0
20.0,129.0,201.0,23.41044706,91.69913296,5.587905967,116.07779309999998,15.0
32.0,137.0,204.0,22.86006627,93.12859895,5.824151692999999,117.7296726,15.0
27.0,139.0,205.0,22.48403042,93.40819246,5.7721799460000005,105.5473627,15.0
0.0,123.0,205.0,22.02775403,92.96129462,5.790993052,121.1349176,15.0
30.0,122.0,197.0,21.37784654,92.72043743,5.573241391,106.1417017,15.0
13.0,126.0,204.0,23.1094265,92.79630809,6.3831802710000005,108.183792,15.0
9.0,139.0,199.0,23.25230817,94.54128292,5.867420996,105.3558408,15.0
0.0,133.0,200.0,23.67287749,90.4935574,5.708418722,104.2298028,15.0
30.0,143.0,199.0,23.76881552,90.59810302,5.7983508000000015,102.2648546,15.0
36.0,140.0,198.0,23.34386401,91.47684705,6.28188384,104.4267991,15.0
35.0,128.0,205.0,21.07273439,93.56585985,6.041053829,107.8737015,15.0
29.0,128.0,198.0,22.44075021,92.70785115,5.685062404,121.4977331,15.0
2.0,143.0,196.0,22.71271308,90.45261746,5.669489065,109.8852597,15.0
32.0,141.0,203.0,21.25941052,92.84416234,5.821347769,109.06584709999998,15.0
13.0,144.0,197.0,22.9215706,94.89613443,6.28022267,105.6941544,15.0
25.0,143.0,198.0,22.81212536,91.51861705,6.027314401,107.855225,15.0
9.0,137.0,200.0,21.12152071,90.6878768,5.636687393,102.8017203,15.0
2.0,120.0,203.0,23.12652652,94.71203306,5.893492998999999,108.62118329999998,15.0
11.0,143.0,197.0,22.98458907,93.3204487,5.875718516,122.1952483,15.0
10.0,141.0,201.0,22.12659387,90.97818277,6.386021424,104.5412275,15.0
23.0,138.0,195.0,22.49095104,91.70292746,5.7959857160000015,124.3915101,15.0
13.0,121.0,196.0,22.20700989,93.50574163,6.443382913,120.1593771,15.0
28.0,123.0,202.0,22.76643029,92.12438519,6.442289294,120.4359949,15.0
26.0,121.0,201.0,22.19109412,90.02575116,6.162034371,112.3126628,15.0
21.0,135.0,198.0,23.86087054,94.92048112,5.7650151260000015,105.0241329,15.0
5.0,144.0,205.0,21.42177231,92.62665309,6.184922574,102.8045658,15.0
2.0,123.0,205.0,22.36629253,90.78572467,5.739652177000001,124.9831618,15.0
15.0,133.0,199.0,23.99686172,91.61001707,5.8247786360000005,117.6102915,15.0
31.0,130.0,198.0,21.80129837,92.73446667,5.554823557000001,120.05866709999998,15.0
16.0,143.0,204.0,23.71475278,91.53331177,5.631333387000001,121.8961665,15.0
19.0,122.0,202.0,23.34467359,90.37981478,5.811975094,112.8954016,15.0
10.0,125.0,196.0,22.31253665,90.03577124,5.730557448,113.0688155,15.0
20.0,139.0,202.0,23.50201428,92.21083961,5.66999105,107.9868949,15.0
28.0,136.0,200.0,23.06204373,92.39544055,6.245858905,114.7399101,15.0
2.0,131.0,199.0,22.47420512,91.22759742,6.017370134,124.2179699,15.0
27.0,138.0,201.0,23.66682067,93.90191078,5.952367662,105.4004751,15.0
30.0,127.0,204.0,22.50050273,92.45878335,6.126436584,100.9343903,15.0
26.0,126.0,195.0,21.41363812,92.99124545,5.878568981,118.3979065,15.0
40.0,136.0,202.0,22.85267372,94.57645809999998,5.935336307999999,117.53140259999998,15.0
35.0,138.0,200.0,21.19909519,90.80819418,5.67130617,103.6838922,15.0
33.0,134.0,205.0,21.0365275,94.33919546,6.08551916,114.7412734,15.0
29.0,145.0,205.0,22.81227579,92.12992101,6.212302608,109.3383552,15.0
3.0,141.0,197.0,21.98141856,91.12719303,6.142803397000001,115.4789148,15.0
5.0,136.0,195.0,22.35628673,91.92360477,6.264202804,107.7697413,15.0
7.0,141.0,195.0,23.8812458,93.45067555,5.514253142,104.9116663,15.0
2.0,129.0,201.0,22.78234161,94.36803516,5.682343744,122.1449949,15.0
29.0,138.0,197.0,22.19055385,92.43764169,5.830892252000001,121.6622761,15.0
30.0,137.0,200.0,22.91430043,90.70475565,5.603413172000001,118.6044645,15.0
14.0,139.0,197.0,21.72484506,92.83975602,6.056529526,121.6961761,15.0
18.0,125.0,203.0,22.44307715,91.59234006,6.160267496,102.5565807,15.0
33.0,143.0,204.0,21.1316077,91.95769858,5.814434775,122.5391946,15.0
40.0,144.0,196.0,22.71750705,92.25479855,5.987262638,107.0289866,15.0
9.0,143.0,197.0,23.75033085,92.88160462,5.570020684,117.6602827,15.0
28.0,130.0,196.0,22.13450646,94.67695747,6.062356467000001,112.9203223,15.0
12.0,129.0,205.0,22.36238282,91.15761594,6.119432215,118.68327250000002,15.0
1.0,135.0,203.0,22.77856513,92.70124029,5.624203283,113.7759219,15.0
0.0,145.0,205.0,21.22503442,90.09877774,5.52078314,113.9760462,15.0
31.0,121.0,201.0,23.15791104,90.34396882,5.731535257999999,110.712841,15.0
35.0,131.0,203.0,22.42776057,93.91722423,5.893490899,102.7230739,15.0
29.0,140.0,195.0,23.64082979,90.95257927,5.560521058,116.7431319,15.0
14.0,140.0,197.0,23.35225078,90.90054697,6.071255131,113.0381382,15.0
35.0,145.0,195.0,22.03911546,94.58075845,6.231950009,110.9804014,15.0
40.0,120.0,197.0,23.80593812,92.48879468,5.889480679,119.6335548,15.0
25.0,132.0,198.0,22.31944084,90.85174383,5.732757516,100.1173443,15.0
36.0,144.0,196.0,23.65167552,94.50528753,6.496934492,115.3611268,15.0
10.0,140.0,197.0,22.16939473,90.27185592,6.229498836,124.4683112,15.0
22.0,30.0,12.0,15.78144173,92.51077745,6.354006743999999,119.035002,16.0
37.0,6.0,13.0,26.03097313,91.50819306,7.511755067999999,101.2847738,16.0
27.0,13.0,6.0,13.36050601,91.35608208,7.335158382,111.2266885,16.0
7.0,16.0,9.0,18.87957654,92.04304496,7.813916602999999,114.6659511,16.0
20.0,7.0,9.0,29.47741671,91.57802915,7.1291369410000005,111.1727497,16.0
26.0,27.0,10.0,28.06903173,92.91487288,6.079998496,114.1339416,16.0
13.0,23.0,6.0,23.96147583,90.26408017,7.365338111,102.6958703,16.0
21.0,17.0,15.0,23.98289638,91.5473145,7.455991072000001,118.4901697,16.0
33.0,12.0,8.0,25.26052689,90.31153735,6.822282114,117.36952959999998,16.0
6.0,9.0,12.0,31.08368929,90.14362642,7.028746406000002,109.6894658,16.0
19.0,7.0,10.0,14.78003032,91.22062116,6.118430299,100.1961762,16.0
24.0,18.0,6.0,26.56608303,94.45239715,6.285312759,116.3796525,16.0
9.0,11.0,8.0,24.85903405,94.39000473,6.559236744,111.78037340000002,16.0
31.0,8.0,7.0,34.51465139,93.63812684,7.163245982,103.5684926,16.0
13.0,5.0,8.0,23.85340379,90.10522549,7.474710503,103.923226,16.0
4.0,23.0,5.0,22.67594476,93.36348717,7.477935216,110.3332655,16.0
33.0,14.0,8.0,21.03200078,92.9641969,7.684420446,110.6823944,16.0
11.0,14.0,5.0,11.50322938,94.8933184,6.946354724,115.56837759999998,16.0
5.0,18.0,14.0,33.105698100000005,93.48447453,7.434118807000001,119.1709113,16.0
29.0,25.0,14.0,30.49183837,90.4582865,7.781988584,113.3302105,16.0
33.0,12.0,15.0,30.25578031,92.03272799,6.052318465,116.7173125,16.0
8.0,16.0,6.0,12.22816189,90.26457428,7.106650373,108.4161706,16.0
16.0,7.0,8.0,22.79196751,90.60901895,6.420457311,116.5084074,16.0
0.0,12.0,7.0,20.18432263,90.65458473,6.969249676,116.8130969,16.0
1.0,30.0,10.0,11.89925671,91.34663797,7.291405641,103.5771468,16.0
24.0,27.0,9.0,18.86883219,93.24688124,6.157135092000001,119.3936976,16.0
36.0,11.0,13.0,17.34083741,93.04897191,7.1917274,112.7194284,16.0
40.0,22.0,6.0,24.53610067,91.90997228,6.488221135,115.9787989,16.0
32.0,18.0,13.0,13.8377282,91.74780462,6.044167236,107.9873218,16.0
13.0,16.0,8.0,34.74004942,93.12316972,6.949838549,100.1967854,16.0
15.0,9.0,11.0,11.54785707,94.14861001,7.907956251,108.82891709999998,16.0
29.0,11.0,5.0,23.13338811,91.94670335,7.639788459,104.4224145,16.0
1.0,15.0,9.0,29.98364695,94.55239717,7.53350946,115.3560318,16.0
18.0,5.0,11.0,20.87947369,90.93756231,6.251586885,102.4550786,16.0
14.0,22.0,9.0,17.24944623,91.13772765,6.543191814,112.50905159999998,16.0
12.0,20.0,10.0,24.45132792,93.10527686,6.528354932,109.4711098,16.0
34.0,29.0,8.0,31.87859192,91.15248149,6.450640306,105.3437825,16.0
39.0,28.0,10.0,31.34920143,91.48247612,7.181907673,109.1549823,16.0
12.0,6.0,8.0,30.84835031,92.86773675,6.388617138,107.4142681,16.0
12.0,29.0,13.0,22.45616931,91.52781832,7.57125447,118.0069295,16.0
26.0,11.0,11.0,13.70319166,90.95589386,7.609348255,106.2944879,16.0
19.0,24.0,15.0,20.48954522,93.72485075,7.137136973,111.83919509999998,16.0
16.0,29.0,13.0,32.31944397,93.67804556,6.196907944,117.6236473,16.0
37.0,23.0,12.0,31.52675982,90.50621806,6.395258356,113.1169398,16.0
31.0,5.0,14.0,17.66545409,91.69865887,6.583411671,110.6857506,16.0
18.0,12.0,8.0,12.59093977,91.81668769,6.206053072,119.39167179999998,16.0
20.0,20.0,10.0,11.86631922,93.68394562,6.976997772000001,106.060149,16.0
5.0,8.0,5.0,11.03367937,92.22706805,6.562594972,112.7715925,16.0
20.0,8.0,12.0,25.2990432,94.96419851,7.260416405,117.9733424,16.0
37.0,18.0,12.0,10.2708877,90.19147747,7.401121811,106.69552040000002,16.0
26.0,15.0,6.0,17.22034507,94.78797376,6.912033409,108.0054343,16.0
32.0,25.0,9.0,10.35609594,93.75652041,7.796034006,101.1456947,16.0
28.0,7.0,9.0,34.591784600000004,92.13229786,6.730757538,115.5650287,16.0
18.0,23.0,8.0,21.49118657,93.43949693,6.41354791,101.4819888,16.0
7.0,20.0,12.0,16.53460397,94.76759975,6.475275337,110.0447896,16.0
20.0,23.0,11.0,31.852069399999998,90.12220323,6.407715561,109.9455062,16.0
34.0,11.0,10.0,31.75048899,94.59551226,7.36220835,115.1989301,16.0
12.0,8.0,10.0,16.14820285,91.4448027,7.995848977,107.4287664,16.0
34.0,10.0,14.0,34.05296914,92.05811721,6.725600855,116.8020848,16.0
6.0,13.0,9.0,34.51423957,90.56151463,7.786725333,118.32719679999998,16.0
27.0,30.0,5.0,32.71748548,90.54608254,7.656978112000001,113.328978,16.0
13.0,8.0,12.0,25.16296632,92.54736032,7.105904818,114.3117197,16.0
6.0,7.0,7.0,27.68167318,94.47316879,7.199106204,113.9995146,16.0
31.0,26.0,9.0,11.69894639,93.25638873,7.566165721,103.2005992,16.0
58.0,46.0,45.0,42.39413392,90.79028064,6.576261427,88.46607497,17.0
45.0,47.0,55.0,38.4191628,91.14220381,6.751452932,119.2653877,17.0
31.0,68.0,45.0,42.92325255,90.07600528,6.938313356,196.2408242,17.0
34.0,65.0,47.0,23.48546973,93.71043692,6.833768535,191.7760562,17.0
38.0,68.0,54.0,29.33710543,90.81781439,6.739170045,202.0572747,17.0
69.0,64.0,47.0,40.21199348,94.50766912,6.993473247000001,186.6762324,17.0
58.0,51.0,47.0,42.13473976,91.70445386,6.757470637000001,197.402901,17.0
59.0,47.0,53.0,32.86316618,91.4618874,6.8506632320000005,47.271547,17.0
44.0,64.0,54.0,29.80744318,91.38048469,6.74274935,232.7046126,17.0
56.0,57.0,48.0,31.56213762,93.0484859,6.506120752,63.62250788,17.0
56.0,58.0,49.0,37.13165026,94.60761797,6.69215564,172.47880619999995,17.0
49.0,55.0,53.0,38.4418717,93.63739039,6.544029776,77.71566883,17.0
54.0,65.0,47.0,27.92765919,91.55594211,6.721835879,149.91075569999995,17.0
57.0,57.0,51.0,39.01793345,91.48815629,6.99223441,105.8841531,17.0
39.0,52.0,53.0,32.51247398,94.65904123,6.704204398,51.07048113,17.0
58.0,67.0,45.0,38.72382798,91.72514851,6.702424548,62.62377075,17.0
34.0,62.0,55.0,27.58548913,90.72526502,6.585346229,238.5008779,17.0
31.0,48.0,45.0,40.78881819,92.90951393,6.563134737,132.7923586,17.0
47.0,46.0,52.0,23.19451074,91.40301608,6.502289472999999,206.3999208,17.0
36.0,59.0,46.0,34.28879307,93.61082872,6.721130542999999,127.2509777,17.0
61.0,51.0,51.0,39.30050027,94.16193416,6.574677594,120.9512466,17.0
70.0,54.0,46.0,39.73149053,91.12220596,6.919342407,122.7628653,17.0
44.0,56.0,49.0,39.23342464,91.25589286,6.519779582999999,64.4478499,17.0
34.0,68.0,51.0,27.34734861,94.17756725,6.687088097999999,40.35153141,17.0
50.0,59.0,47.0,40.76998685,92.09278584,6.747975732,209.8678411,17.0
34.0,61.0,49.0,28.12971499,93.3210737,6.502675132,117.8201907,17.0
44.0,60.0,55.0,34.2804607,90.55561637,6.825371185,98.54047745,17.0
31.0,62.0,52.0,33.7960155,93.00754254,6.99104104,182.026807,17.0
65.0,62.0,51.0,31.53243779,90.87394933,6.5116248410000015,207.0735119,17.0
44.0,57.0,53.0,42.30495821,90.51431779,6.93172108,74.876786,17.0
50.0,47.0,48.0,24.63676897,90.61964344,6.712772332999999,218.2299187,17.0
43.0,50.0,48.0,28.28222883,91.37059792,6.63016515,179.27208069999998,17.0
60.0,46.0,53.0,24.48620746,92.98254537,6.761953186,183.49095,17.0
70.0,68.0,55.0,42.84609252,94.63548176,6.691202286,78.80996390000001,17.0
59.0,62.0,52.0,43.67549305,93.10887229,6.608667683999999,103.8235658,17.0
60.0,58.0,51.0,42.07213781,92.92203105,6.840802254,165.7412972,17.0
42.0,60.0,47.0,33.46873719,92.12746225,6.834808347999999,136.8277041,17.0
39.0,64.0,52.0,28.91842453,94.63676767,6.678695788,63.68794608,17.0
37.0,52.0,47.0,43.08022702,93.90305729,6.54277684,211.8529059,17.0
33.0,47.0,46.0,29.20300896,93.96834049,6.839443833,209.4083305,17.0
34.0,48.0,48.0,41.04224355,91.37258067,6.805277038,181.527598,17.0
40.0,65.0,49.0,35.32876402,91.06138506,6.678449317999999,163.9069365,17.0
68.0,52.0,49.0,24.42561272,92.27749066,6.577192175,63.35298768,17.0
50.0,46.0,52.0,31.18298415,90.21646909,6.734005647999999,54.01872359,17.0
65.0,63.0,50.0,31.88342554,91.3256535,6.524459342,79.27201575,17.0
40.0,49.0,47.0,42.93368602,91.1756748,6.501521192,246.36132680000003,17.0
63.0,58.0,47.0,26.83054058,90.75379971,6.864143752,144.66564440000005,17.0
63.0,50.0,52.0,28.64555584,93.22642604,6.751747609,115.8163936,17.0
63.0,58.0,50.0,43.03714283,94.6428898,6.720744449,41.5856585,17.0
45.0,58.0,49.0,30.10773379,90.34546355,6.827812549,75.24521981,17.0
66.0,69.0,47.0,23.69212243,93.61055571,6.912299695,87.53393983,17.0
54.0,67.0,52.0,35.67667332,93.30641944,6.586107335,141.3381168,17.0
69.0,67.0,52.0,27.71948962,94.43877142,6.827305908,82.83061083,17.0
45.0,57.0,47.0,23.16855863,90.78821158,6.656458831,161.68920930000004,17.0
56.0,50.0,52.0,33.08706051,92.25197542,6.770384816,88.1300769,17.0
70.0,50.0,53.0,37.4620912,90.44967809,6.933809742999999,172.3458448,17.0
44.0,47.0,45.0,38.73218907,94.73613484,6.579441304,218.142147,17.0
50.0,60.0,47.0,32.57720726,92.74889453,6.92791761,93.7942847,17.0
52.0,51.0,53.0,38.38231475,93.10378595,6.985804083,210.2735346,17.0
68.0,69.0,52.0,25.65492304,92.74501561,6.813383387000001,52.95477913,17.0
32.0,55.0,52.0,37.58899717,91.99740365,6.967759599999999,159.6577388,17.0
32.0,55.0,51.0,29.60718808,93.15642801,6.57398033,62.68710535,17.0
48.0,62.0,47.0,25.34756111,93.02871078,6.803094965,174.40123369999995,17.0
39.0,69.0,53.0,25.9300384,93.02357765,6.964955435,241.8202079,17.0
49.0,61.0,45.0,32.76795887,94.57377401,6.764213299,240.4795923,17.0
48.0,57.0,54.0,29.02328049,90.20396783,6.617703177999999,126.8069869,17.0
69.0,66.0,49.0,40.00439101,90.17015833,6.52711001,92.11877372,17.0
53.0,55.0,55.0,33.32315744,91.25271223,6.709668804,234.496633,17.0
56.0,65.0,45.0,38.2016825,93.97379963,6.751298936,218.09088140000003,17.0
35.0,67.0,49.0,41.31330062,91.1508798,6.617066674,239.7427554,17.0
39.0,64.0,53.0,23.012401800000006,91.07355541,6.598860305,208.3357976,17.0
18.0,30.0,29.0,26.762749300000007,92.86056895,6.4200187170000005,224.5903664,18.0
37.0,23.0,28.0,25.61294367,94.3138837,5.7400545670000005,224.3206759,18.0
13.0,28.0,33.0,28.130115000000004,95.64807631,5.686972967000001,151.0761899,18.0
2.0,21.0,35.0,25.02887163,91.53720922,6.293662362999999,179.8248944,18.0
10.0,18.0,35.0,27.79797651,99.64573002,6.381975465,181.6942283,18.0
39.0,5.0,31.0,27.10134661,93.69979946,5.551963184,150.9502632,18.0
26.0,10.0,33.0,28.27298134,96.93649473,6.07071786,198.8234862,18.0
37.0,18.0,30.0,27.63551259,99.34854917,6.38488418,157.91715369999997,18.0
19.0,15.0,34.0,26.29644905,99.65809151,5.6858890660000005,215.9195049,18.0
0.0,19.0,33.0,27.1326009,95.23797989,6.234458417000001,204.7206567,18.0
31.0,20.0,26.0,25.56567803,97.61361544,6.443168642000001,199.7936345,18.0
9.0,17.0,32.0,25.94951662,93.40548703,5.842317989,172.0540491,18.0
22.0,11.0,29.0,28.03380598,95.01630593,5.955742971,218.0055713,18.0
1.0,8.0,26.0,27.5136304,94.18955816,5.562911913,156.6732553,18.0
31.0,13.0,33.0,27.63834933,95.48763389,5.85971872,205.5463111,18.0
10.0,9.0,28.0,29.01256899,94.01014388,6.282955072999999,150.05003119999995,18.0
36.0,27.0,26.0,26.58413917,95.78923137,6.25449571,171.6262299,18.0
38.0,24.0,33.0,28.28905147,97.00396405,5.973853124,142.9403233,18.0
11.0,6.0,25.0,28.69164799,96.65248672,6.081568052000001,178.9635457,18.0
33.0,14.0,35.0,27.14865285,96.66355213,6.027707171,149.2433497,18.0
38.0,14.0,30.0,26.92449525,91.20106019,5.5707453860000005,194.9022136,18.0
8.0,6.0,33.0,28.27804288,93.64761266,6.095261012999999,171.9457959,18.0
29.0,25.0,35.0,28.3575072,91.64509299,5.542873799,160.73069909999995,18.0
30.0,25.0,31.0,26.31270635,98.62048026,5.804965067,208.1181381,18.0
14.0,21.0,35.0,29.52501367,91.91185319,6.121005506,194.3100272,18.0
40.0,5.0,29.0,28.48444906,97.76865458,5.820978791,160.389421,18.0
30.0,30.0,35.0,25.00872392,95.59224018,6.001936419,165.8092179,18.0
39.0,7.0,29.0,27.54273211,94.59086121,6.362544111,150.2012138,18.0
32.0,20.0,35.0,26.52166434,98.38227669,5.588655387,144.6261698,18.0
7.0,15.0,32.0,25.03512351,95.89739958,6.182232762000001,174.796583,18.0
29.0,17.0,29.0,29.20394909,95.66997327,5.959493188,211.2506267,18.0
34.0,15.0,34.0,27.05826457,91.10510371,5.677282677999999,224.70069530000004,18.0
14.0,23.0,25.0,26.18552389,96.96637916,5.6121227970000005,135.4186222,18.0
7.0,21.0,35.0,25.76011662,94.65830608,5.764812076,131.24514140000002,18.0
29.0,8.0,28.0,26.87037587,91.72546257,6.100429497,214.4128874,18.0
0.0,29.0,32.0,28.05912437,98.3670985,5.868255858,171.65163959999995,18.0
32.0,11.0,31.0,29.51611558,92.56492864,6.461225827000001,131.2116167,18.0
37.0,10.0,32.0,28.96318258,95.16333673,6.165084855,222.803013,18.0
20.0,29.0,27.0,25.09897688,92.36099489,6.047044342,157.7592626,18.0
31.0,29.0,35.0,27.1872282,92.19906776,6.137102505,141.3220576,18.0
17.0,30.0,27.0,29.03065024,90.79093862,5.894027065,205.5720367,18.0
1.0,12.0,30.0,27.754298,95.94643831,5.56222383,131.09000759999998,18.0
6.0,13.0,29.0,27.31155708,99.96906006,5.832608027999999,201.8258633,18.0
15.0,28.0,32.0,28.84270971,99.64328526,6.2185718739999984,224.4016682,18.0
27.0,24.0,29.0,26.61423461,96.97300803,6.142010637,191.006688,18.0
3.0,23.0,30.0,29.70143197,95.65754365,6.078807239,215.1968037,18.0
8.0,26.0,26.0,25.54759871,91.64194826,5.702484758,212.867626,18.0
20.0,28.0,26.0,26.37978453,91.49882979,5.547594847,167.0470997,18.0
26.0,18.0,27.0,27.45907759,92.90736493,5.836075368,142.1430003,18.0
1.0,6.0,35.0,27.02269204,95.71935435,6.231662767,147.16824590000004,18.0
27.0,30.0,31.0,28.98545306,90.73966792,5.718120393,148.8398374,18.0
0.0,26.0,31.0,25.0707247,95.02156793,5.547933273,192.9036306,18.0
38.0,6.0,25.0,25.54963273,96.92786777,6.156259104,191.2996157,18.0
25.0,12.0,26.0,28.56973521,95.67906668,6.436314406,134.83703480000003,18.0
0.0,19.0,31.0,25.51791333,94.38420565,6.271952832999999,178.7297725,18.0
26.0,9.0,32.0,25.9490364,94.73860514,6.470465614,144.15711090000005,18.0
35.0,30.0,34.0,28.2974764,95.41122824,6.141502001,182.4482352,18.0
31.0,13.0,33.0,29.69952329,95.21224392,6.342463714,148.30036919999995,18.0
17.0,29.0,26.0,26.14162144,93.28415295,6.071897347,195.4115025,18.0
2.0,30.0,30.0,26.00175125,94.79998418,6.331051715,209.540094,18.0
18.0,12.0,35.0,26.13958446,96.38580769,6.338720873,131.3387935,18.0
40.0,22.0,29.0,27.55821802,99.98187601,5.735364307,174.62564809999995,18.0
27.0,10.0,33.0,27.81132822,97.48410555,6.465906333,154.06212209999995,18.0
21.0,20.0,31.0,25.60033702,99.7240104,5.855457599,165.82487319999996,18.0
3.0,9.0,35.0,26.91641934,99.84671638,6.318552972999999,225.6323656,18.0
22.0,16.0,27.0,29.1797902,90.27214288,6.006784979,188.9252083,18.0
22.0,8.0,33.0,28.43572863,95.8840407,5.665785202,203.9283708,18.0
28.0,27.0,32.0,28.94099669,93.00109012,5.764615485,191.7723087,18.0
37.0,5.0,34.0,25.79490531,93.84150618,5.779032666,152.42387119999995,18.0
19.0,26.0,29.0,26.93141945,98.80313612,5.67154928,166.5712879,18.0
133.0,47.0,24.0,24.40228894,79.19732001,7.231324765,90.8022356,19.0
136.0,36.0,20.0,23.09595631,84.86275707,6.925412377000001,71.29581071,19.0
104.0,47.0,18.0,23.9656349,76.97696717,7.633437412,90.75616738,19.0
133.0,47.0,23.0,24.88738107,75.62137159,6.827354668,89.76050416,19.0
126.0,38.0,23.0,25.36243778,83.63276077,6.176716425,88.43618918,19.0
121.0,45.0,22.0,22.45942937,81.30681027,6.443785385,64.23026638,19.0
121.0,47.0,16.0,23.60564038,79.29573149,7.7232401510000015,72.49800885,19.0
129.0,60.0,22.0,24.58453146,79.12404171,5.947448589,71.94608134,19.0
107.0,45.0,25.0,23.0865933,83.55546146,7.2277455160000015,71.84080724,19.0
122.0,59.0,18.0,23.5000992,83.63488952,6.219469084,79.81328183,19.0
140.0,38.0,15.0,24.1472953,75.88298598,6.021439523,69.91563467,19.0
102.0,49.0,21.0,24.69315538,84.84422454,6.253343655,89.799462,19.0
131.0,35.0,18.0,24.49112609,82.24415809,7.0576933660000005,64.02949379,19.0
135.0,43.0,16.0,23.47986888,81.73049149,6.720449769,86.76287924,19.0
100.0,46.0,18.0,24.18586246,76.04203958,6.4316895060000006,69.08056728,19.0
123.0,39.0,24.0,25.00755095,78.17952126,7.453106264,86.06411872,19.0
117.0,56.0,15.0,25.99237426,77.0543546,7.368258226,89.1188212,19.0
121.0,36.0,24.0,23.66457347,81.69105088,7.352401887,99.36898373,19.0
101.0,58.0,18.0,25.66891439,81.38103349,6.652143699,78.59595817,19.0
107.0,42.0,24.0,22.04612876,84.62978302,6.144631795,86.00758678,19.0
100.0,41.0,22.0,22.4204752,84.55794703,7.318802162000001,93.46595573,19.0
125.0,39.0,21.0,25.03149561,82.21276599,7.954629324,95.0191318,19.0
105.0,60.0,23.0,23.53371386,77.21705554,6.207652157,87.54004943,19.0
118.0,45.0,23.0,23.37044424,77.43198948,7.977651226,71.67870701,19.0
125.0,60.0,17.0,24.14386157,84.51591287,6.785723961,80.36146974,19.0
113.0,37.0,20.0,25.03300222,79.04368718,7.393441155,97.10087029,19.0
131.0,52.0,16.0,23.65724079,84.47601498,6.486068274,88.54479121,19.0
111.0,41.0,18.0,23.64328417,78.1258666,6.10539819,80.96157332,19.0
122.0,48.0,16.0,24.65425757,75.6350708,6.307585854,61.82980133,19.0
132.0,41.0,22.0,24.29144926,81.02453404,7.810865753,90.41694635,19.0
103.0,42.0,17.0,24.29470232,84.61527627,6.527541661,81.05902285,19.0
133.0,50.0,25.0,25.72180042,81.19666206,7.569454601,99.93100821,19.0
127.0,37.0,18.0,24.87663664,76.30050373,7.041065585,91.9223468,19.0
110.0,39.0,25.0,22.60612115,77.34264002,7.208795456,75.13617229,19.0
108.0,38.0,24.0,23.41022496,76.43836957,7.442217061,78.82199603,19.0
122.0,40.0,17.0,24.96440768,81.31677618,6.854558957,80.03995829,19.0
111.0,50.0,15.0,25.16820129,80.30351815,7.884550475,84.62419032,19.0
140.0,40.0,17.0,22.72767171,77.07598065,6.006085786,77.55176318,19.0
123.0,50.0,16.0,23.04920461,75.53835214,6.498052108,70.65644296,19.0
107.0,36.0,21.0,25.29250148,75.66653335,6.205263534,62.64174227,19.0
118.0,50.0,19.0,22.95604064,82.33733678,6.360812227,66.48339303,19.0
103.0,51.0,20.0,22.80213132,84.14668447,7.0466074339999984,91.6389565,19.0
133.0,57.0,19.0,23.54234715,75.98203329,7.947011366,84.12536744,19.0
129.0,47.0,20.0,24.41212325,80.80343786,6.281913857999999,98.60457373,19.0
114.0,40.0,23.0,25.53676123,81.13668716,6.7539780610000015,95.4262599,19.0
